Date,Open,High,Low,Close,Adj Close,Volume,,,,,,,,,,,,,,,
10/2/2020,18,18.559999,17.98,18.190001,18.190001,4525000,,,,,,,,,,,,,,,
10/5/2020,19.58,20.389999,19.219999,20.040001,20.040001,14572300,,,,,,,,,,,,,,,
10/6/2020,20.440001,20.91,19.200001,19.700001,19.700001,7054000,,,,,,,,,,,,,,,
10/7/2020,19.98,20.59,19.85,20.16,20.16,4938600,,,,,,,,,,,,,,,
10/8/2020,20.51,20.629999,19.719999,19.860001,19.860001,3516700,,,,,,,,,,,,,,,
10/9/2020,19.75,20.059999,19.51,20,20,2932100,,,,,,,,,,,,,,,
10/12/2020,20.450001,20.530001,19.76,19.879999,19.879999,4898800,,,,,,,,,,,,,,,
10/13/2020,19.700001,19.799999,19.309999,19.639999,19.639999,3824000,,,,,,,,,,,,,,,
10/14/2020,20.309999,22.549999,20.18,22.049999,22.049999,18302700,,,,,,,,,,,,,,,
10/15/2020,21.93,22.76,21.049999,22.16,22.16,10449200,,,,,,,,,,,,,,,
10/16/2020,22.98,23.1,21.32,21.77,21.77,6251900,,,,,,,,,,,,,,,
10/19/2020,21.82,21.93,19.82,19.84,19.84,8204100,,,,,,,,,,,,,,,
10/20/2020,20.214001,20.65,20,20.139999,20.139999,5993600,,,,,,,,,,,,,,,
10/21/2020,20.200001,20.469999,20.01,20.42,20.42,4159700,,,,,,,,,,,,,,,
10/22/2020,20.77,20.889999,20.139999,20.82,20.82,6382600,,,,,,,,,,,,,,,
10/23/2020,20.9,20.93,19.950001,20.049999,20.049999,4465800,,,,,,,,,,,,,,,
10/26/2020,20.059999,20.280001,19.200001,19.620001,19.620001,4263800,,,,,,,,,,,,,,,
10/27/2020,19.620001,20.25,19.540001,19.9,19.9,3603800,,,,,,,,,,,,,,,
10/28/2020,19.67,19.67,18.5,19.02,19.02,5551500,,,,,,,,,,,,,,,
10/29/2020,19.190001,20.82,19.190001,20.719999,20.719999,10753300,,,,,,,,,,,,,,,
10/30/2020,20.41,21.360001,19.209999,19.379999,19.379999,9323700,,,,,,,,,,,,,,,
11/2/2020,21.469999,22.459999,20.51,20.719999,20.719999,19916300,,,,,,,,,,,,,,,
11/3/2020,21.4,22.48,20.25,22.209999,22.209999,11308100,,,,,,,,,,,,,,,
11/4/2020,24.040001,27.440001,23.4,27.389999,27.389999,50724000,,,,,,,,,,,,,,,
11/5/2020,30.26,36.439999,29.799999,35.849998,35.849998,89538500,,,,,,,,,,,,,,,
11/6/2020,36.32,39.5,33.18,34.810001,34.810001,102189400,,,,,,,,,,,,,,,
11/9/2020,35.43,36.189999,31.280001,34.07,34.07,34809300,,,,,,,,,,,,,,,
11/10/2020,34.389999,36.5,31.01,32.900002,32.900002,32340200,,,,,,,,,,,,,,,
11/11/2020,31.26,33.669998,30.49,33.529999,33.529999,24899000,,,,,,,,,,,,,,,
11/12/2020,36.48,48.57,35.599998,44.73,44.73,166146200,,,,,,,,,,,,,,,
11/13/2020,47.959999,51.27,38,41.990002,41.990002,92071900,,,,,,,,,,,,,,,
11/16/2020,40.529999,45.490002,39,44.099998,44.099998,39098400,,,,,,,,,,,,,,,
11/17/2020,46.279999,47.099998,42.400002,42.91,42.91,28768600,,,,,,,,,,,,,,,
11/18/2020,43.290001,43.970001,40.099998,42.18,42.18,26428600,,,,,,,,,,,,,,,
11/19/2020,41.720001,48.189999,41.060001,48.110001,48.110001,35122700,,,,,,,,,,,,,,,
11/20/2020,48.66,56.77,48.299999,53.889999,53.889999,79526200,,,,,,,,,,,,,,,
11/23/2020,56.75,73.059998,56.540001,72.169998,72.169998,100012200,,,,,,,,,,,,,,,
11/24/2020,72.169998,74.489998,62.77,70.629997,70.629997,99907800,,,,,,,,,,,,,,,
11/25/2020,64.650002,67.190002,63.009998,64.269997,64.269997,49197400,,,,,,,,,,,,,,,
11/27/2020,65.290001,68.419998,61.150002,64.279999,64.279999,26582800,,,,,,,,,,,,,,,
11/30/2020,62.759998,62.799999,55.5,58.759998,58.759998,38926500,,,,,,,,,,,,,,,
12/1/2020,61.790001,63.349998,51.299999,52.360001,52.360001,48817300,,,,,,,,,,,,,,,
12/2/2020,47.009998,57.380001,46.009998,56,56,60694200,,,,,,,,,,,,,,,
12/3/2020,56.959999,57.549999,51.450001,51.82,51.82,32475600,,,,,,,,,,,,,,,
12/4/2020,50.34,52.919998,48.400002,49.34,49.34,27406400,,,,,,,,,,,,,,,
12/7/2020,46.07,51.080002,46,48.299999,48.299999,37935200,,,,,,,,,,,,,,,
12/8/2020,50.049999,51.98,48.16,48.689999,48.689999,26377400,,,,,,,,,,,,,,,
12/9/2020,47.040001,47.709999,43.549999,44.650002,44.650002,57540500,,,,,,,,,,,,,,,
12/10/2020,42.939999,45.080002,42.84,44.799999,44.799999,27260400,,,,,,,,,,,,,,,
12/11/2020,44.18,46.830002,43.650002,44.310001,44.310001,22730900,,,,,,,,,,,,,,,
12/14/2020,45.93,48.099998,44.299999,47.169998,47.169998,34420400,,,,,,,,,,,,,,,
12/15/2020,48.599998,51.240002,47.25,49.490002,49.490002,35698900,,,,,,,,,,,,,,,
12/16/2020,50.540001,51.07,46.75,47.400002,47.400002,22522900,,,,,,,,,,,,,,,
12/17/2020,47.009998,47.889999,45.220001,46.380001,46.380001,20787400,,,,,,,,,,,,,,,
12/18/2020,46.060001,48.790001,44.610001,46.380001,46.380001,24368900,,,,,,,,,,,,,,,
12/21/2020,45.110001,47.880001,45.02,46.970001,46.970001,18790900,,,,,,,,,,,,,,,
12/22/2020,47.419998,47.490002,43.75,45.049999,45.049999,19407600,,,,,,,,,,,,,,,
12/23/2020,44.77,44.959999,43.080002,43.799999,43.799999,13495200,,,,,,,,,,,,,,,
12/24/2020,43.040001,44.200001,41.639999,41.869999,41.869999,15453300,,,,,,,,,,,,,,,
12/28/2020,41.790001,41.860001,37.5,38.009998,38.009998,30945500,,,,,,,,,,,,,,,
12/29/2020,38.75,41.818001,37.599998,41.549999,41.549999,24437000,,,,,,,,,,,,,,,
12/30/2020,42.830002,43.240002,41.164001,42.290001,42.290001,20341500,,,,,,,,,,,,,,,
12/31/2020,42.779999,44.66,41.950001,42.830002,42.830002,21960200,,,,,,,,,,,,,,,
1/4/2021,45.599998,47.689999,43.48,44.099998,44.099998,39630300,,,,,,,,,,,,,,,
1/5/2021,44.130001,44.990002,41.619999,42.34,42.34,22844800,,,,,,,,,,,,,,,
1/6/2021,41.57,43.970001,40.599998,41.23,41.23,23483800,,,,,,,,,,,,,,,
1/7/2021,42.400002,45.490002,42.07,44.990002,44.990002,19662000,,,,,,,,,,,,,,,
1/8/2021,47.919998,47.950001,44.02,45.450001,45.450001,22085400,,,,,,,,,,,,,,,
1/11/2021,46.310001,47.240002,43.599998,44.360001,44.360001,21540000,,,,,,,,,,,,,,,
1/12/2021,45.549999,54.75,45.360001,54.299999,54.299999,57411100,,,,,,,,,,,,,,,
1/13/2021,53.700001,54.759998,50.34,51.66,51.66,28490600,,,,,,,,,,,,,,,
1/14/2021,52,52.040001,49.509998,50.310001,50.310001,17764400,,,,,,,,,,,,,,,
1/15/2021,49.330002,49.669998,46.66,47.82,47.82,19804600,,,,,,,,,,,,,,,
1/19/2021,49.970001,54.740002,49.849998,53.84,53.84,35241600,,,,,,,,,,,,,,,
1/20/2021,55.970001,58.369999,50.810001,52.459999,52.459999,32728400,,,,,,,,,,,,,,,
1/21/2021,53.299999,55.68,50.529999,54.310001,54.310001,21380100,,,,,,,,,,,,,,,
1/22/2021,54.580002,57.580002,54.200001,56.389999,56.389999,22148300,,,,,,,,,,,,,,,
1/25/2021,58.470001,60.040001,51.66,54.650002,54.650002,23297900,,,,,,,,,,,,,,,
1/26/2021,54.75,56.380001,52.869999,54,54,12374800,,,,,,,,,,,,,,,
1/27/2021,51.950001,53.060001,49.400002,49.959999,49.959999,17383200,,,,,,,,,,,,,,,
1/28/2021,49.720001,51.259998,47.759998,50.16,50.16,14453400,,,,,,,,,,,,,,,
1/29/2021,50.009998,51,47.049999,48.18,48.18,13688000,,,,,,,,,,,,,,,
2/1/2021,51.110001,51.34,47.630001,49.27,49.27,15679300,,,,,,,,,,,,,,,
2/2/2021,50.130001,50.130001,46.029999,47.009998,47.009998,18144000,,,,,,,,,,,,,,,
2/3/2021,46.990002,47.990002,45.860001,47.52,47.52,13241500,,,,,,,,,,,,,,,
2/4/2021,47.950001,48.349998,46.939999,48.130001,48.130001,9469600,,,,,,,,,,,,,,,
2/5/2021,48.450001,48.5,46.459999,46.93,46.93,10165200,,,,,,,,,,,,,,,
2/8/2021,46.5,48.349998,45.599998,47.610001,47.610001,14494400,,,,,,,,,,,,,,,
2/9/2021,47.560001,49.169998,46.080002,48.75,48.75,23543800,,,,,,,,,,,,,,,
2/10/2021,48.720001,51.189999,47.119999,47.77,47.77,20108400,,,,,,,,,,,,,,,
2/11/2021,48.110001,48.830002,46.299999,47.130001,47.130001,11042500,,,,,,,,,,,,,,,
2/12/2021,46.900002,47.209999,45.880001,46.889999,46.889999,8116300,,,,,,,,,,,,,,,
2/16/2021,47.029999,47.349998,44.43,45.009998,45.009998,14971700,,,,,,,,,,,,,,,
2/17/2021,44.23,44.369999,41.91,43.41,43.41,15330800,,,,,,,,,,,,,,,
2/18/2021,41.950001,42.07,39.880001,41.150002,41.150002,16922000,,,,,,,,,,,,,,,
2/19/2021,42.459999,42.580002,40.66,40.880001,40.880001,14145000,,,,,,,,,,,,,,,
2/22/2021,39.740002,40.470001,37.799999,38,38,22724800,,,,,,,,,,,,,,,
2/23/2021,36.400002,38.040001,32.720001,37.91,37.91,35934000,,,,,,,,,,,,,,,
2/24/2021,37.830002,39.080002,35.75,38.709999,38.709999,17572200,,,,,,,,,,,,,,,
2/25/2021,38,38.009998,34.75,35.400002,35.400002,22154900,,,,,,,,,,,,,,,
2/26/2021,34.98,35.82,33,34.110001,34.110001,20753900,,,,,,,,,,,,,,,
3/1/2021,35.009998,35.82,34.73,35.5,35.5,14209400,,,,,,,,,,,,,,,
3/2/2021,33.540001,33.77,31.379999,31.5,31.5,28529600,,,,,,,,,,,,,,,
3/3/2021,32.490002,32.66,29.790001,30.030001,30.030001,22459700,,,,,,,,,,,,,,,
3/4/2021,29.870001,31.379999,27.34,29.360001,29.360001,38048000,,,,,,,,,,,,,,,
3/5/2021,29.219999,29.9,25.27,28.030001,28.030001,40583000,,,,,,,,,,,,,,,
3/8/2021,29.440001,30.65,26.9,26.92,26.92,40913000,,,,,,,,,,,,,,,
3/9/2021,29.49,31.658001,28.139999,29.969999,29.969999,42181700,,,,,,,,,,,,,,,
3/10/2021,32.049999,32.467999,30.120001,30.700001,30.700001,29911600,,,,,,,,,,,,,,,
3/11/2021,32.689999,35,32.169998,34.810001,34.810001,31846600,,,,,,,,,,,,,,,
3/12/2021,32.970001,35.27,32.779999,35.150002,35.150002,25125300,,,,,,,,,,,,,,,
3/15/2021,36.09,36.34,34.549999,35.369999,35.369999,19605900,,,,,,,,,,,,,,,
3/16/2021,35.740002,37.389999,34.82,35.93,35.93,19094200,,,,,,,,,,,,,,,
3/17/2021,34.5,36.618999,33.580002,36.119999,36.119999,16316200,,,,,,,,,,,,,,,
3/18/2021,35.130001,36.799999,34.91,35,35,14909700,,,,,,,,,,,,,,,
3/19/2021,34.93,37.700001,34.650002,37.48,37.48,26259800,,,,,,,,,,,,,,,
3/22/2021,38.060001,38.389999,36.77,37.880001,37.880001,15161400,,,,,,,,,,,,,,,
3/23/2021,36.990002,37.66,36.27,36.330002,36.330002,11786400,,,,,,,,,,,,,,,
3/24/2021,36.240002,36.240002,30.719999,30.85,30.85,31313300,,,,,,,,,,,,,,,
3/25/2021,29.950001,33.099998,29.57,32.529999,32.529999,25407900,,,,,,,,,,,,,,,
3/26/2021,31.58,33.049999,31.08,32.139999,32.139999,16863700,,,,,,,,,,,,,,,
3/29/2021,31.52,32.139999,30.690001,31.41,31.41,12743700,,,,,,,,,,,,,,,
3/30/2021,30.99,33.82,30.959999,33.82,33.82,20662600,,,,,,,,,,,,,,,
3/31/2021,34.990002,37,34.18,36.509998,36.509998,23285500,,,,,,,,,,,,,,,
4/1/2021,38.869999,39.240002,36.650002,36.950001,36.950001,17008000,,,,,,,,,,,,,,,
4/5/2021,37.459999,37.540001,35.490002,36.009998,36.009998,10133100,,,,,,,,,,,,,,,
4/6/2021,35.900002,37.470001,35.32,37.009998,37.009998,9316400,,,,,,,,,,,,,,,
4/7/2021,36.310001,36.310001,33.950001,34.07,34.07,13035700,,,,,,,,,,,,,,,
4/8/2021,34.889999,35.77,34.470001,35.450001,35.450001,8908300,,,,,,,,,,,,,,,
4/9/2021,34.919998,35.27,34.290001,34.490002,34.490002,5522900,,,,,,,,,,,,,,,
4/12/2021,34.900002,36.139999,33.700001,33.990002,33.990002,11231200,,,,,,,,,,,,,,,
4/13/2021,34.540001,36.029999,34.209999,35.48,35.48,12183700,,,,,,,,,,,,,,,
4/14/2021,35.849998,35.950001,32.689999,32.889999,32.889999,19735200,,,,,,,,,,,,,,,
4/15/2021,32.957001,32.959999,30.59,31.4,31.4,21561500,,,,,,,,,,,,,,,
4/16/2021,30.780001,31.040001,30.35,30.92,30.92,13563000,,,,,,,,,,,,,,,
4/19/2021,31.299999,31.4,29.77,31.200001,31.200001,14845300,,,,,,,,,,,,,,,
4/20/2021,31.299999,31.84,30.35,31.27,31.27,7475400,,,,,,,,,,,,,,,
4/21/2021,30.965,32.605,30.57,32.599998,32.599998,9432400,,,,,,,,,,,,,,,
4/22/2021,32.619999,33.18,31.68,32.369999,32.369999,11969900,,,,,,,,,,,,,,,
4/23/2021,32.395,33.439999,32.150002,33.299999,33.299999,8891600,,,,,,,,,,,,,,,
4/26/2021,33.5,33.59,32.23,33,33,12281200,,,,,,,,,,,,,,,
4/27/2021,32.970001,33.005001,31.370001,31.59,31.59,12002000,,,,,,,,,,,,,,,
4/28/2021,31.459999,32.266998,31.1,31.690001,31.690001,7992600,,,,,,,,,,,,,,,
4/29/2021,31.969999,32.02,29.82,30.52,30.52,11607900,,,,,,,,,,,,,,,
4/30/2021,29.9,31,29.43,29.91,29.91,14568400,,,,,,,,,,,,,,,
5/3/2021,30.09,30.24,28.870001,29.02,29.02,11035500,,,,,,,,,,,,,,,
5/4/2021,28.370001,29.15,27.67,28.969999,28.969999,14223900,,,,,,,,,,,,,,,
5/5/2021,29.17,29.379999,27.82,27.99,27.99,8074200,,,,,,,,,,,,,,,
5/6/2021,27.639999,28.200001,25.77,26.379999,26.379999,18358700,,,,,,,,,,,,,,,
5/7/2021,26.610001,27.672001,26.41,26.690001,26.690001,11595500,,,,,,,,,,,,,,,
5/10/2021,26.809999,26.809999,25.02,25.459999,25.459999,13537300,,,,,,,,,,,,,,,
5/11/2021,23.9,25.24,23,24.93,24.93,17145600,,,,,,,,,,,,,,,
5/12/2021,24.870001,25.67,24.530001,24.76,24.76,16207900,,,,,,,,,,,,,,,
5/13/2021,25.139999,25.68,22.73,23.559999,23.559999,29007900,,,,,,,,,,,,,,,
5/14/2021,24.01,25.99,23.870001,25.700001,25.700001,14855200,,,,,,,,,,,,,,,
5/17/2021,25.82,26.6,25.33,26.120001,26.120001,11281900,,,,,,,,,,,,,,,
5/18/2021,26.504,27.780001,26.059999,27.32,27.32,15116000,,,,,,,,,,,,,,,
5/19/2021,26.280001,27.870001,26.07,27.639999,27.639999,11093800,,,,,,,,,,,,,,,
5/20/2021,28.040001,29.379999,27.84,28.799999,28.799999,14760900,,,,,,,,,,,,,,,
5/21/2021,29.209999,29.27,28.219999,28.58,28.58,10035500,,,,,,,,,,,,,,,
5/24/2021,28.610001,29.540001,27.690001,29.129999,29.129999,10494000,,,,,,,,,,,,,,,
5/25/2021,29.6,30.48,28.540001,29.379999,29.379999,13389100,,,,,,,,,,,,,,,
5/26/2021,29.98,32.060001,29.66,31.57,31.57,17681500,,,,,,,,,,,,,,,
5/27/2021,31.700001,32.424999,30.83,32.389999,32.389999,29431800,,,,,,,,,,,,,,,
5/28/2021,32.169998,33.09,31.85,32.130001,32.130001,9713300,,,,,,,,,,,,,,,
6/1/2021,33.700001,34.77,33.040001,34.599998,34.599998,21612000,,,,,,,,,,,,,,,
6/2/2021,34.5,36.23,34.150002,35,35,17256700,,,,,,,,,,,,,,,
6/3/2021,34.84,37.060001,34.279999,35.950001,35.950001,15989700,,,,,,,,,,,,,,,
6/4/2021,36.369999,37.724998,35.900002,37.110001,37.110001,13185900,,,,,,,,,,,,,,,
6/7/2021,37.07,38.77,36.689999,38.360001,38.360001,14478900,,,,,,,,,,,,,,,
6/8/2021,38.970001,40.16,38.689999,39.650002,39.650002,21313500,,,,,,,,,,,,,,,
6/9/2021,40.099998,40.240002,37.77,38.07,38.07,13997800,,,,,,,,,,,,,,,
6/10/2021,38.200001,39.169998,38.029999,38.610001,38.610001,9932300,,,,,,,,,,,,,,,
6/11/2021,38.900002,41.77,38.68,41.5,41.5,19326500,,,,,,,,,,,,,,,
6/14/2021,41.939999,43.200001,41.450001,42.599998,42.599998,14439100,,,,,,,,,,,,,,,
6/15/2021,41.25,41.999001,40.049999,40.169998,40.169998,16102300,,,,,,,,,,,,,,,
6/16/2021,38.869999,41.257,38.639999,41.029999,41.029999,14648900,,,,,,,,,,,,,,,
6/17/2021,41.09,44.400002,40.959999,44.240002,44.240002,19008900,,,,,,,,,,,,,,,
6/18/2021,44.639999,45.75,44.43,45.23,45.23,34853100,,,,,,,,,,,,,,,
6/21/2021,44.93,45,42.080002,43.630001,43.630001,14259300,,,,,,,,,,,,,,,
6/22/2021,42.450001,43.549999,39.709999,39.990002,39.990002,24147400,,,,,,,,,,,,,,,
6/23/2021,42.02,42.73,41.049999,41.610001,41.610001,16889200,,,,,,,,,,,,,,,
6/24/2021,42.200001,42.27,40.16,40.950001,40.950001,14767800,,,,,,,,,,,,,,,
6/25/2021,41.150002,42.450001,40.771999,42.16,42.16,11366500,,,,,,,,,,,,,,,
6/28/2021,42.400002,45.529999,42.360001,45.310001,45.310001,16329400,,,,,,,,,,,,,,,
6/29/2021,44.150002,45.099998,43.369999,44.32,44.32,14390200,,,,,,,,,,,,,,,
6/30/2021,43.23,44.779999,43.029999,44.419998,44.419998,22597400,,,,,,,,,,,,,,,
7/1/2021,46.279999,47.98,42.900002,43.66,43.66,34361500,,,,,,,,,,,,,,,
7/2/2021,43.810001,44.119999,41.509998,43.740002,43.740002,17669300,,,,,,,,,,,,,,,
7/6/2021,42.189999,45.330002,42.189999,44.049999,44.049999,18127500,,,,,,,,,,,,,,,
7/7/2021,43.360001,44.25,40.419998,41.470001,41.470001,28874400,,,,,,,,,,,,,,,
7/8/2021,38.75,41.470001,38.380001,40,40,19139600,,,,,,,,,,,,,,,
7/9/2021,40.360001,40.689999,38.869999,39.919998,39.919998,11282600,,,,,,,,,,,,,,,
7/12/2021,39.950001,40.889999,38.619999,39.799999,39.799999,9265700,,,,,,,,,,,,,,,
7/13/2021,39.700001,40.310001,38.509998,39.189999,39.189999,8386500,,,,,,,,,,,,,,,
7/14/2021,38.889999,39.505001,37.279999,37.77,37.77,11170200,,,,,,,,,,,,,,,
7/15/2021,37.490002,39.299999,36.919998,38.509998,38.509998,11017100,,,,,,,,,,,,,,,
7/16/2021,38.93,39.549999,38.380001,39.029999,39.029999,11318800,,,,,,,,,,,,,,,
7/19/2021,38.18,39.900002,37.209999,39.720001,39.720001,10598700,,,,,,,,,,,,,,,
7/20/2021,39.939999,40.990002,39.099998,40.759998,40.759998,8123500,,,,,,,,,,,,,,,
7/21/2021,41.619999,44.419998,41.365002,43.869999,43.869999,18107800,,,,,,,,,,,,,,,
7/22/2021,43.549999,43.950001,42.66,43.27,43.27,6905400,,,,,,,,,,,,,,,
7/23/2021,41.990002,42.078999,39.720001,41,41,11475300,,,,,,,,,,,,,,,
7/26/2021,39.610001,43.02,39.41,40.75,40.75,12377100,,,,,,,,,,,,,,,
7/27/2021,39.34,39.830002,33.860001,34.700001,34.700001,38824200,,,,,,,,,,,,,,,
7/28/2021,36.84,38.34,35.950001,37.34,37.34,19808300,,,,,,,,,,,,,,,
7/29/2021,38.919998,39.259998,37.470001,38.099998,38.099998,9915100,,,,,,,,,,,,,,,
7/30/2021,38.68,42.240002,38.220001,40.529999,40.529999,21732500,,,,,,,,,,,,,,,
8/2/2021,42.504002,44.119999,41.810001,43.389999,43.389999,20832600,,,,,,,,,,,,,,,
8/3/2021,42.220001,43.080002,41.52,42.759998,42.759998,10996700,,,,,,,,,,,,,,,
8/4/2021,44.169998,45.130001,43.464001,43.779999,43.779999,10470900,,,,,,,,,,,,,,,
8/5/2021,43,43.532001,42.119999,42.75,42.75,6351200,,,,,,,,,,,,,,,
8/6/2021,42.91,43.07,40.369999,41.220001,41.220001,8913300,,,,,,,,,,,,,,,
8/9/2021,41.389999,42.792999,41.110001,42.369999,42.369999,6520000,,,,,,,,,,,,,,,
8/10/2021,42.610001,43.689999,41.880001,42.330002,42.330002,5298200,,,,,,,,,,,,,,,
8/11/2021,42.5,42.75,41.209999,42.25,42.25,6232500,,,,,,,,,,,,,,,
8/12/2021,41.560001,41.560001,39.880001,41.02,41.02,5900600,,,,,,,,,,,,,,,
8/13/2021,40,40.279999,39.330002,40.150002,40.150002,5669600,,,,,,,,,,,,,,,
8/16/2021,38.610001,38.880001,37.060001,37.509998,37.509998,9709100,,,,,,,,,,,,,,,
8/17/2021,36.060001,39.139999,35.799999,37.869999,37.869999,9006700,,,,,,,,,,,,,,,
8/18/2021,38.459999,40.369999,38.009998,39.5,39.5,8348300,,,,,,,,,,,,,,,
8/19/2021,38.5,39.089001,37.5,37.57,37.57,6505800,,,,,,,,,,,,,,,
8/20/2021,38.02,39.950001,37.900002,38.689999,38.689999,7542700,,,,,,,,,,,,,,,
8/23/2021,38.970001,39.799999,38.25,39.689999,39.689999,6839100,,,,,,,,,,,,,,,
8/24/2021,40.189999,40.779999,39.610001,40.549999,40.549999,7800100,,,,,,,,,,,,,,,
8/25/2021,40.389999,41.220001,39.810001,40.869999,40.869999,6770200,,,,,,,,,,,,,,,
8/26/2021,40,42.450001,39.849998,40.619999,40.619999,12048100,,,,,,,,,,,,,,,
8/27/2021,41.68,41.68,40.16,40.279999,40.279999,6821800,,,,,,,,,,,,,,,
8/30/2021,40.450001,40.849998,39.02,40.75,40.75,6740800,,,,,,,,,,,,,,,
8/31/2021,40.549999,42.5,40.419998,42.5,42.5,11999200,,,,,,,,,,,,,,,
9/1/2021,41.099998,42.042,40.481998,40.779999,40.779999,11686400,,,,,,,,,,,,,,,
9/2/2021,41.119999,41.639999,40.52,40.790001,40.790001,6842500,,,,,,,,,,,,,,,
9/3/2021,40.580002,40.619999,39.360001,39.75,39.75,5984600,,,,,,,,,,,,,,,
9/7/2021,40.209999,42.5,40.18,41.77,41.77,13189800,,,,,,,,,,,,,,,
9/8/2021,40.700001,40.950001,38.740002,39.259998,39.259998,13391800,,,,,,,,,,,,,,,
9/9/2021,39.139999,39.738998,38.049999,39.369999,39.369999,5636800,,,,,,,,,,,,,,,
9/10/2021,39.669998,40.650002,38.439999,38.540001,38.540001,7484000,,,,,,,,,,,,,,,
9/13/2021,38.889999,38.950001,37.25,38.330002,38.330002,6863100,,,,,,,,,,,,,,,
9/14/2021,38.299999,39.400002,38.029999,38.439999,38.439999,5594400,,,,,,,,,,,,,,,
9/15/2021,38.439999,38.650002,36.73,38.099998,38.099998,12015900,,,,,,,,,,,,,,,
9/16/2021,37.400002,38.009998,36.950001,37.59,37.59,5948300,,,,,,,,,,,,,,,
9/17/2021,37.990002,39.119999,37.700001,39.009998,39.009998,11148000,,,,,,,,,,,,,,,
9/20/2021,37.5,37.709999,36.009998,36.59,36.59,8088500,,,,,,,,,,,,,,,
9/21/2021,37,37.310001,36.48,36.740002,36.740002,6686400,,,,,,,,,,,,,,,
9/22/2021,37,37.529999,36.599998,36.950001,36.950001,5501200,,,,,,,,,,,,,,,
9/23/2021,37,37.119999,35.915001,36.810001,36.810001,8485700,,,,,,,,,,,,,,,
9/24/2021,36.470001,36.860001,35.240002,35.34,35.34,5852200,,,,,,,,,,,,,,,
9/27/2021,35.18,36.299999,34.389999,36.119999,36.119999,9133300,,,,,,,,,,,,,,,
9/28/2021,36.07,36.25,34.580002,34.669998,34.669998,5914100,,,,,,,,,,,,,,,
9/29/2021,34.580002,35.810001,34.310001,34.549999,34.549999,7095500,,,,,,,,,,,,,,,
9/30/2021,35.029999,36.110001,34.816002,35.540001,35.540001,6461500,,,,,,,,,,,,,,,
10/1/2021,36.75,36.759998,35.080002,35.459999,35.459999,7770600,,,,,,,,,,,,,,,
10/4/2021,35.18,35.200001,33.52,34.110001,34.110001,6557200,,,,,,,,,,,,,,,
10/5/2021,34.259998,35.740002,34.255001,35.52,35.52,5425300,,,,,,,,,,,,,,,
10/6/2021,34.849998,36.118,34.720001,35.75,35.75,5469600,,,,,,,,,,,,,,,
10/7/2021,36.900002,38.880001,36.84,38.259998,38.259998,12748700,,,,,,,,,,,,,,,
10/8/2021,38.400002,38.48,37.34,37.66,37.66,4624200,,,,,,,,,,,,,,,
10/11/2021,38,38.43,37.349998,37.419998,37.419998,4319000,,,,,,,,,,,,,,,
10/12/2021,37.75,38.389999,37.200001,37.709999,37.709999,5082500,,,,,,,,,,,,,,,
